ID,date_of_donation,donor_link,donation_huf,donor_gender,publishing_name,donation_type
9588,2015. szeptember 15. 09:43,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,2000,female,gave_name,both_of_them
9589,2015. szeptember 15. 09:43,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,2500,male,gave_name,both_of_them
9590,2015. szeptember 10. 09:15,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,NA,NA,anonymous,none_of_them
9591,2015. szeptember 04. 20:02,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,NA,NA,anonymous,none_of_them
9592,2015. szeptember 03. 10:28,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,NA,NA,anonymous,none_of_them
9593,2015. augusztus 24. 11:06,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,1000,male,gave_name,both_of_them
9594,2015. augusztus 24. 11:06,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,2500,female,gave_name,both_of_them
9595,2015. augusztus 19. 13:43,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,1234,female,gave_name,both_of_them
9596,2015. augusztus 11. 10:19,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,NA,male,gave_name,only_name
9598,2015. augusztus 06. 13:56,https://elmenykulonitmeny.hu/jotekony-sportolo/szasz-peter/,5000,male,gave_name,both_of_them
9599,2015. szeptember 12. 16:35,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,female,gave_name,only_name
9600,2015. szeptember 11. 16:39,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,NA,anonymous,none_of_them
9601,2015. szeptember 11. 16:39,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,NA,gave_name,only_name
9602,2015. szeptember 11. 14:38,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,female,gave_name,only_name
9603,2015. szeptember 11. 14:38,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,female,gave_name,only_name
9604,2015. szeptember 11. 14:38,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,NA,anonymous,none_of_them
9606,2015. szeptember 11. 10:24,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,female,gave_name,only_name
9607,2015. szeptember 11. 10:24,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,NA,anonymous,none_of_them
9609,2015. szeptember 11. 10:24,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,female,gave_name,only_name
9610,2015. szeptember 11. 10:24,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,female,gave_name,only_name
9611,2015. szeptember 10. 16:10,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,NA,anonymous,none_of_them
9613,2015. szeptember 10. 12:57,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,male,gave_name,only_name
9614,2015. szeptember 10. 09:09,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,NA,anonymous,none_of_them
9615,2015. szeptember 10. 09:09,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,male,gave_name,only_name
9616,2015. szeptember 09. 14:58,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,NA,anonymous,none_of_them
9617,2015. szeptember 09. 10:38,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,3000,male,gave_name,both_of_them
9618,2015. szeptember 07. 16:17,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,2015,male,gave_name,both_of_them
9619,2015. szeptember 07. 15:25,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,NA,anonymous,none_of_them
9620,2015. szeptember 07. 10:54,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,NA,anonymous,none_of_them
9621,2015. szeptember 04. 19:55,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,NA,gave_name,only_name
9622,2015. szeptember 04. 19:55,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,male,gave_name,only_name
9623,2015. szeptember 04. 11:55,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,female,gave_name,only_name
9624,2015. augusztus 26. 09:18,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,NA,anonymous,none_of_them
9625,2015. augusztus 24. 11:01,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,female,gave_name,only_name
9626,2015. augusztus 24. 11:01,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,NA,anonymous,none_of_them
9627,2015. augusztus 19. 13:41,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,1000,male,gave_name,both_of_them
9628,2015. augusztus 07. 14:22,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,NA,anonymous,none_of_them
9629,2015. augusztus 06. 13:47,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,female,gave_name,only_name
9630,2015. augusztus 05. 14:37,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,2500,NA,gave_name,both_of_them
9631,2015. augusztus 05. 14:36,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,19500,male,gave_name,both_of_them
9632,2015. augusztus 01. 15:52,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,5000,female,gave_name,both_of_them
9633,2015. július 16. 13:24,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,5000,female,gave_name,both_of_them
9634,2015. július 15. 13:27,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,female,gave_name,only_name
9635,2015. július 15. 11:45,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,female,gave_name,only_name
9636,2015. július 15. 11:45,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,5000,male,gave_name,both_of_them
9637,2015. július 15. 11:45,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,female,gave_name,only_name
9638,2015. július 14. 13:12,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,NA,anonymous,none_of_them
9639,2015. július 14. 12:09,https://elmenykulonitmeny.hu/jotekony-sportolo/gazda-eszter/,NA,female,gave_name,only_name
9640,2015. szeptember 25. 15:13,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-nagy-judit/,NA,NA,anonymous,none_of_them
9641,2015. szeptember 15. 09:47,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-nagy-judit/,10000,female,gave_name,both_of_them
9642,2015. szeptember 11. 10:34,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-nagy-judit/,2500,female,gave_name,both_of_them
9643,2015. augusztus 26. 09:18,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-nagy-judit/,NA,NA,anonymous,none_of_them
9644,2015. augusztus 24. 11:01,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-nagy-judit/,5000,female,gave_name,both_of_them
9645,2015. augusztus 24. 11:01,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-nagy-judit/,1000,male,gave_name,both_of_them
9646,2015. augusztus 24. 11:01,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-nagy-judit/,5000,female,gave_name,both_of_them
9647,2015. augusztus 24. 11:01,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-nagy-judit/,NA,male,gave_name,only_name
9648,2015. augusztus 07. 14:22,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-nagy-judit/,NA,male,gave_name,only_name
9649,2015. augusztus 05. 15:45,https://elmenykulonitmeny.hu/jotekony-sportolo/dr-nagy-judit/,5000,NA,anonymous,only_money
9650,2015. október 08. 19:38,https://elmenykulonitmeny.hu/jotekony-sportolo/steszli-balazs/,NA,NA,anonymous,none_of_them
9651,2015. szeptember 24. 16:14,https://elmenykulonitmeny.hu/jotekony-sportolo/steszli-balazs/,2500,female,gave_name,both_of_them
9652,2015. július 10. 08:17,https://elmenykulonitmeny.hu/jotekony-sportolo/steszli-balazs/,NA,NA,anonymous,none_of_them
9654,2015. október 10. 21:48,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,2500,NA,anonymous,only_money
9655,2015. október 09. 22:14,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,NA,anonymous,none_of_them
9656,2015. október 09. 22:14,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,2500,male,gave_name,both_of_them
9657,2015. október 09. 15:49,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,NA,anonymous,none_of_them
9658,2015. október 09. 15:49,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,2500,male,gave_name,both_of_them
9659,2015. október 09. 09:45,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,female,gave_name,only_name
9660,2015. október 09. 09:45,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,female,gave_name,only_name
9661,2015. október 09. 09:45,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,male,gave_name,only_name
9662,2015. október 08. 19:38,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,male,gave_name,only_name
9663,2015. október 08. 19:38,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,3000,male,gave_name,both_of_them
9664,2015. október 08. 10:31,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,female,gave_name,only_name
9665,2015. október 08. 10:31,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,NA,anonymous,none_of_them
9666,2015. október 07. 10:20,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,5000,male,gave_name,both_of_them
9667,2015. október 07. 09:31,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,female,gave_name,only_name
9668,2015. október 07. 09:31,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,male,gave_name,only_name
9669,2015. október 06. 18:53,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,2500,NA,gave_name,both_of_them
9670,2015. október 06. 09:18,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,male,gave_name,only_name
9671,2015. október 06. 09:18,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,2500,female,gave_name,both_of_them
9672,2015. október 06. 09:18,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,2500,female,gave_name,both_of_them
9673,2015. október 05. 17:53,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,2500,female,gave_name,both_of_them
9674,2015. október 05. 17:53,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,10000,male,gave_name,both_of_them
9675,2015. október 04. 15:51,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,5000,male,gave_name,both_of_them
9676,2015. október 04. 15:51,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,female,gave_name,only_name
9677,2015. október 02. 10:03,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,10000,male,gave_name,both_of_them
9678,2015. szeptember 30. 08:51,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,3000,male,gave_name,both_of_them
9679,2015. szeptember 29. 16:10,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,NA,anonymous,none_of_them
9680,2015. szeptember 29. 16:10,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,5000,male,gave_name,both_of_them
9681,2015. szeptember 29. 08:44,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,3572,male,gave_name,both_of_them
9682,2015. szeptember 29. 08:44,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,female,gave_name,only_name
9683,2015. szeptember 28. 09:11,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,NA,anonymous,none_of_them
9686,2015. szeptember 25. 15:07,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,5000,male,gave_name,both_of_them
9687,2015. szeptember 25. 09:24,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,2500,female,gave_name,both_of_them
9688,2015. szeptember 25. 09:24,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,2500,male,gave_name,both_of_them
9689,2015. szeptember 11. 14:41,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,NA,anonymous,none_of_them
9690,2015. szeptember 08. 16:41,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,5000,male,gave_name,both_of_them
9691,2015. augusztus 28. 09:08,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,NA,anonymous,none_of_them
9692,2015. augusztus 06. 13:56,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,NA,male,gave_name,only_name
9693,2015. augusztus 06. 13:56,https://elmenykulonitmeny.hu/jotekony-sportolo/lang-julia/,1500,male,gave_name,both_of_them
9694,2015. október 27. 09:26,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,1000,female,gave_name,both_of_them
9695,2015. október 14. 12:09,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,2000,male,gave_name,both_of_them
9696,2015. október 14. 12:09,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,4000,female,gave_name,both_of_them
9697,2015. október 14. 12:09,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,5500,female,gave_name,both_of_them
9698,2015. október 13. 11:00,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,5000,male,gave_name,both_of_them
9699,2015. október 09. 09:45,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,NA,female,gave_name,only_name
9700,2015. október 09. 09:45,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,10000,male,gave_name,both_of_them
9701,2015. október 09. 09:45,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,NA,NA,anonymous,none_of_them
9703,2015. október 08. 19:38,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,2500,pair,gave_name,both_of_them
9704,2015. október 08. 12:28,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,5000,female,gave_name,both_of_them
9705,2015. október 07. 18:10,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,2500,male,gave_name,both_of_them
9706,2015. október 07. 18:10,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,5000,NA,anonymous,only_money
9707,2015. október 07. 18:10,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,NA,female,gave_name,only_name
9708,2015. október 06. 18:53,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,2500,male,gave_name,both_of_them
9709,2015. szeptember 30. 08:35,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,2000,female,gave_name,both_of_them
9710,2015. szeptember 21. 11:55,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,5000,female,gave_name,both_of_them
9711,2015. szeptember 14. 11:07,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,1000,female,gave_name,both_of_them
9712,2015. szeptember 11. 11:01,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,5000,male,gave_name,both_of_them
9713,2015. szeptember 09. 15:10,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,1000,female,gave_name,both_of_them
9714,2015. szeptember 01. 09:35,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,2000,female,gave_name,both_of_them
9715,2015. augusztus 24. 11:06,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,NA,NA,anonymous,none_of_them
9717,2015. augusztus 19. 09:53,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,NA,NA,anonymous,none_of_them
9718,2015. augusztus 11. 10:19,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,15000,NA,gave_name,both_of_them
9719,2015. augusztus 06. 13:56,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,NA,female,gave_name,only_name
9720,2015. augusztus 01. 15:55,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,NA,male,gave_name,only_name
9721,2015. augusztus 01. 15:55,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,5000,female,gave_name,both_of_them
9722,2015. jĂşlius 29. 14:00,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,2000,female,gave_name,both_of_them
9723,2015. jĂşlius 27. 10:13,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,NA,NA,gave_name,only_name
9724,2015. jĂşlius 24. 10:34,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,NA,female,gave_name,only_name
9725,2015. jĂşlius 21. 10:01,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,5000,female,gave_name,both_of_them
9726,2015. jĂşlius 17. 09:51,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,NA,male,gave_name,only_name
9727,2015. jĂşlius 15. 11:43,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,NA,female,gave_name,only_name
9728,2015. jĂşlius 14. 11:16,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,NA,male,gave_name,only_name
9729,2015. jĂşlius 14. 11:16,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,2500,male,gave_name,both_of_them
9730,2015. jĂşlius 09. 13:48,https://elmenykulonitmeny.hu/jotekony-sportolo/varga-niki/,NA,female,gave_name,only_name
9731,2015. október 01. 08:45,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,NA,anonymous,none_of_them
9732,2015. szeptember 29. 09:53,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,male,gave_name,only_name
9733,2015. szeptember 12. 16:35,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,male,gave_name,only_name
9734,2015. szeptember 12. 16:35,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,NA,anonymous,none_of_them
9735,2015. szeptember 11. 10:42,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,male,gave_name,only_name
9736,2015. szeptember 11. 10:24,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,female,gave_name,only_name
9737,2015. szeptember 11. 10:24,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,10000,female,gave_name,both_of_them
9738,2015. szeptember 11. 10:24,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,male,gave_name,only_name
9739,2015. szeptember 11. 10:24,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,female,gave_name,only_name
9740,2015. szeptember 11. 10:24,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,female,gave_name,only_name
9741,2015. szeptember 10. 12:57,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,female,gave_name,only_name
9742,2015. szeptember 10. 12:57,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,5000,male,gave_name,both_of_them
9743,2015. szeptember 10. 09:09,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,NA,anonymous,none_of_them
9744,2015. szeptember 10. 09:09,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,male,gave_name,only_name
9745,2015. szeptember 10. 09:09,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,female,gave_name,only_name
9746,2015. szeptember 09. 14:58,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,male,gave_name,only_name
9747,2015. szeptember 09. 10:38,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,male,gave_name,only_name
9748,2015. szeptember 08. 16:44,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,male,gave_name,only_name
9749,2015. szeptember 08. 13:44,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,male,gave_name,only_name
9750,2015. szeptember 08. 13:44,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,NA,anonymous,none_of_them
9751,2015. szeptember 08. 09:37,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,NA,anonymous,none_of_them
9752,2015. szeptember 08. 09:37,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,male,gave_name,only_name
9753,2015. szeptember 07. 15:25,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,male,gave_name,only_name
9754,2015. szeptember 07. 11:02,https://elmenykulonitmeny.hu/jotekony-sportolo/jozsa-gabor/,NA,NA,anonymous,none_of_them
